=== HANDZ INPUT RECORDING (SINGLE ROUND) ===
Date: 2026-03-04T01:54:15.480Z
Match Type: Player vs CPU | Mode: Normal

--- FIGHT SETTINGS ---
Player (BoxerPuncher) vs Wolfgang "Superman" Aruzenai Jr. (BoxerPuncher)
Player Level: 100 | Enemy Level: 100
AI Difficulty: champion
Round Duration: 60s | Timer Speed: double | Total Rounds: 3
Player Arm: 60" | Enemy Arm: 60"

=== ROUND 1 === (60.0s)

--- PUNCH SUMMARY ---
PLAYER:
  jab: 8 thrown, 2 landed (25%) 1 charged 5 body
  cross: 19 thrown, 7 landed (37%) 13 body
  leftUppercut: 4 thrown, 0 landed (0%) 1 charged 3 body
  rightUppercut: 2 thrown, 1 landed (50%) 2 body
ENEMY:
  jab: 5 thrown, 0 landed (0%)
  cross: 8 thrown, 0 landed (0%)
  leftHook: 8 thrown, 0 landed (0%) 1 body
  rightHook: 9 thrown, 2 landed (22%) 6 body
  leftUppercut: 4 thrown, 0 landed (0%) 4 body
  rightUppercut: 6 thrown, 0 landed (0%) 6 body

--- MOVEMENT ---
Player distance traveled: 3494px | Avg dist from enemy: 106px
Time in range: 7s | Out of range: 23.7s

--- DEFENSE ---
Player: 15 ducks, 12 full guards, 4 blocks hit, 6 dodges
Enemy: 78 ducks, 90 full guards, 5 blocks hit, 2 dodges

--- KNOCKDOWNS ---
Player scored: 0 | Enemy scored: 0

--- EVENT LOG ---
Time(ms) | Actor  | Event      | Details                                  | Positions (P/E) | Dist | Stam(P/E)
     827 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (321,260)/(490,324) |  180 | 2500/2500
     840 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (324,260)/(489,325) |  178 | 2500/2500
     853 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (327,260)/(489,326) |  175 | 2500/2500
     867 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=1 pGu | (329,260)/(487,326) |  171 | 2500/2500
     867 | enemy  | defense    | state=duck prev=none                     | (329,260)/(487,326) |  171 | 2500/2500
     880 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=1 pGu | (332,260)/(484,326) |  166 | 2500/2500
     893 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=1 pGu | (334,260)/(482,326) |  162 | 2500/2500
     906 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=1 pGu | (337,260)/(480,327) |  157 | 2500/2500
     906 | player | move       | pDef=duck pStance=neutral pRhythm=2 pPun | (337,260)/(480,327) |  157 | 2500/2500
     920 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (339,260)/(477,326) |  153 | 2500/2500
     920 | enemy  | defense    | state=none prev=duck                     | (339,260)/(477,326) |  153 | 2500/2500
     934 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (342,260)/(474,326) |  148 | 2500/2500
     947 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (345,260)/(471,326) |  143 | 2500/2500
     960 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (347,260)/(469,326) |  138 | 2500/2500
     974 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,260)/(468,327) |  136 | 2500/2500
     987 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,263)/(467,328) |  134 | 2500/2500
    1000 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,265)/(467,329) |  133 | 2500/2500
    1014 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,268)/(466,330) |  132 | 2500/2500
    1014 | player | move       | pDef=duck pStance=neutral pRhythm=2 pPun | (350,268)/(466,330) |  132 | 2500/2500
    1027 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=1 pGu | (350,270)/(463,330) |  128 | 2500/2500
    1027 | enemy  | defense    | state=duck prev=none                     | (350,270)/(463,330) |  128 | 2500/2500
    1040 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=1 pGu | (350,273)/(461,330) |  124 | 2500/2500
    1040 | player | punch      | punch=cross feint=false charged=false bo | (350,275)/(458,330) |  121 | 2499/2500
    1054 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=1 pGu | (350,275)/(458,330) |  121 | 2499/2500
    1067 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=1 pGu | (350,278)/(455,329) |  117 | 2499/2500
    1080 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,281)/(455,330) |  116 | 2499/2500
    1080 | enemy  | defense    | state=none prev=duck                     | (350,281)/(455,330) |  116 | 2499/2500
    1093 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,283)/(454,332) |  115 | 2499/2500
    1107 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,286)/(454,333) |  114 | 2499/2500
    1107 | player | move       | pDef=duck pStance=neutral pRhythm=2 pPun | (350,286)/(454,333) |  114 | 2499/2500
    1119 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,288)/(453,334) |  113 | 2499/2500
    1133 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,291)/(453,335) |  112 | 2500/2500
    1133 | enemy  | defense    | state=fullGuard prev=none                | (350,291)/(453,335) |  112 | 2500/2500
    1147 | player | pos        | pFacing=1 eFacing=-1 pDuck=1 eDuck=0 pGu | (350,294)/(452,336) |  111 | 2500/2500
